,category,name,format,price,unit
3319,Licores,Anís seco Tenis,Botella 1 L,6.85,ud.
3320,Licores,Licor de anís dulce Dama Mayor,Botella 700 ml,13.85,ud.
3321,Licores,Licor de anís Ricard Pastis de Marseille,Botella 700 ml,7.1,ud.
3322,Licores,Anís seco Limiñana,Botella 1 L,4.8,ud.
3323,Licores,Licor de hierbas Puente Pazos,Botella 700 ml,6.3,ud.
3324,Licores,Licor de limoncello Franzini,Botella 700 ml,10.5,ud.
3325,Licores,Licor de hierbas Jägermeister,Botella 700 ml,6.9,ud.
3326,Licores,Aguardiente de orujo Puente Pazos,Botella 700 ml,2.8,ud.
3327,Licores,Licor dulce Amaretto Del Patriarca,Botella 700 ml,4.0,ud.
3328,Licores,Ponche Convidado de Baco,Botella 700 ml,4.0,ud.
3329,Cuidado e higiene facial,Discos desmaquillantes Deliplus redondos algodón 100%,Paquete 150 ud.,1.15,ud.
3330,Cuidado e higiene facial,Toallitas desmaquillantes cara y ojos Deliplus piel normal-mixta,Paquete 25 ud.,1.15,ud.
3331,Cuidado e higiene facial,Toallitas desmaquillantes cara y ojos Deliplus piel seca y sensible,Paquete 25 ud.,1.15,ud.
3332,Cuidado e higiene facial,Discos desmaquillantes Deliplus ovalados algodón 100%,Paquete 100 ud.,1.65,ud.
3333,Cuidado e higiene facial,Agua Micelar cara y ojos Facial Clean Deliplus,Bote 400 ml,3.2,ud.
3334,Cuidado e higiene facial,Mascarilla facial peeling de alga negra Montagne Jeunesse,2 ud. x 8 ml,1.75,pack
3335,Cuidado e higiene facial,Desmaquillador de ojos y labios bifásico Waterproof Facial Clean Deliplus,Bote 150 ml,2.0,ud.
3336,Cuidado e higiene facial,Leche facial limpiadora Facial Clean Deliplus,Bote 250 ml,1.5,ud.
3337,Cuidado e higiene facial,Esponja facial desmaquillante Deliplus vegetal,Paquete 2 ud.,1.15,ud.
3338,Cuidado e higiene facial,Gel facial limpiador Facial Clean Deliplus,Bote 250 ml,2.5,ud.
3339,Cuidado e higiene facial,"Limpiador, exfoliante y mascarilla Arcilla Blanca Facial Clean Deliplus",Bote 100 ml,3.5,ud.
3340,Cuidado e higiene facial,Tiras faciales limpia poros Doctor San,Caja 6 ud.,4.3,ud.
3341,Cuidado e higiene facial,Mousse facial limpiadora purificante Deliplus Oil Free,Bote 200 ml,4.0,ud.
3342,Cuidado e higiene facial,Agua facial de avena Deliplus,Spray 300 ml,2.98,ud.
3343,Cuidado e higiene facial,Aceite facial limpiador espumoso Deliplus Facial Clean,Bote 175 ml,4.0,ud.
3344,Cuidado e higiene facial,Toallitas desmaquillantes Micelar & Oil Deliplus para todo tipo de pieles,Paquete 25 ud.,1.6,ud.
3345,Cuidado e higiene facial,Gel facial limpiador Sensitive Deliplus Facial Clean,Bote 100 ml,4.0,ud.
3346,Cuidado e higiene facial,Tónico facial árbol de té y prebióticos Deliplus Facial Clean,Bote 255 ml,3.5,ud.
3347,Cuidado e higiene facial,Mascarilla facial Hidra Boom Mask Deliplus con Camelias de Jeju y ácido hialurónico,Paquete 1 ud.,1.75,ud.
3348,Cuidado e higiene facial,Tónico facial vitamina C y niacinamida Deliplus Facial Clean iluminador y antioxidante,Bote 255 ml,3.5,ud.
3349,Cuidado e higiene facial,Discos impregnados ácido salicílico Deliplus Oil Free purificantes y seborreguladores,Caja 50 ud.,4.5,ud.
3350,Cuidado e higiene facial,Mascarilla facial de barro arcilla de rosas Montagne Jeunesse,2 ud. x 8 g,1.75,pack
3351,Cuidado e higiene facial,Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con ácido ribonucleico RNA,Tarro 50 ml,5.0,ud.
3352,Cuidado e higiene facial,Crema facial Textura Ligera Prevent Age Skin Deliplus,Tarro 50 ml,7.0,ud.
3353,Cuidado e higiene facial,Recambio crema facial Texura Ligera Prevent Age Skin Deliplus,50 ml,4.0,ud.
3354,Cuidado e higiene facial,Hidratante facial BB cream Deliplus 01 claro FPS 20,Bote 50 ml,4.5,ud.
3355,Cuidado e higiene facial,Hidratante facial BB cream Deliplus 02 medio FPS 20,Bote 50 ml,4.5,ud.
3356,Cuidado e higiene facial,Crema facial día Textura Rica Regen Skin Deliplus,Tarro 50 ml,7.0,ud.
3357,Cuidado e higiene facial,Recambio crema facial día Textura Rica Regen Skin Deliplus,50 ml,4.0,ud.
3358,Cuidado e higiene facial,Crema facial Dragon's Blood Anti Ox Deliplus FPS 12,Tarro 50 ml,5.0,ud.
3359,Cuidado e higiene facial,Crema facial hidratante día Revitalift L'Oréal antiarrugas extra firmeza,Tarro 50 ml,9.5,ud.
3360,Cuidado e higiene facial,Crema facial noche Textura Rica Regen Skin Deliplus,Tarro 50 ml,7.0,ud.
3361,Cuidado e higiene facial,Recambio crema facial noche Textura Rica Regen Skin Deliplus,50 ml,4.0,ud.
3362,Cuidado e higiene facial,Crema facial fluida hidratante Deliplus Oil Free,Tubo 50 ml,4.8,ud.
3363,Cuidado e higiene facial,Crema facial hidratante y fortalecedora Deliplus Sensitive con vitamina K Ox,Tarro 50 ml,7.0,ud.
3364,Cuidado e higiene facial,Gel facial secante de imperfecciones Deliplus Oil Free,Tubo 15 ml,4.25,ud.
3365,Cuidado e higiene facial,Crema facial Vitamina C Viseger Pharma FPS 50+,Tarro 50 ml,7.0,ud.
3366,Cuidado e higiene facial,Crema facial noche Deliplus aclarante anti-manchas,Bote 50 ml,6.0,ud.
3367,Cuidado e higiene facial,Crema facial protectora anti-manchas Deliplus FPS 50+,Bote 50 ml,6.0,ud.
3368,Cuidado e higiene facial,Gel facial Hidrata Deliplus ácido hialurónico,Tarro 50 ml,5.0,ud.
3369,Cuidado e higiene facial,Crema facial Hidrata Deliplus ácido hialurónico y aloe vera,Tarro 50 ml,5.0,ud.
3370,Cuidado e higiene facial,Recambio crema facial Green Caviar Prevent Age Skin Deliplus,50 ml,4.0,ud.
3371,Cuidado e higiene facial,Tarro vacío para recambio crema facial Deliplus,1 ud.,4.0,ud.
3372,Cuidado e higiene facial,Gel facial Matifica Deliplus sebo-regulador,Bote 50 ml,6.0,ud.
3373,Cuidado e higiene facial,Contorno de ojos Antiarrugas e Iluminador Deliplus Sisbela Reafirm,Tarro 15 ml,4.5,ud.
3374,Cuidado e higiene facial,Sérum reductor instantáneo de bolsas y ojeras Deliplus Sisbela Reafirm,Caja 5 ud. (10 ml),5.0,ud.
3375,Cuidado e higiene facial,Crema contorno de ojos y párpados Dragon's blood Deliplus Anti Ox,Bote 15 ml,4.5,ud.
3376,Cuidado e higiene facial,Contorno de ojos arrugas y bolsas Deliplus Prevent Age Skin,Tubo 15 ml,5.0,ud.
3377,Cuidado e higiene facial,Lote facial para contorno de ojos My moment,Caja 1 ud.,9.5,ud.
3378,Cuidado e higiene facial,Perlas faciales Q10 Khanya concentrado reafirmante antiarrugas,Paquete 7 ud.,1.5,ud.
3379,Cuidado e higiene facial,Ampollas faciales spray flash Tensor Effect Deliplus Sisbela Reafirm,Caja 2 ud. (4 ml),2.5,ud.
3380,Cuidado e higiene facial,Ampollas faciales Ácido Hialurónico Hidrata Deliplus concentrado,Caja 7 ampollas (14 ml),3.5,ud.
3381,Cuidado e higiene facial,Sérum facial potenciador 12% silicio Deliplus Sisbela Reafirm,Frasco 30 ml,6.0,ud.
3382,Cuidado e higiene facial,Aceite facial Licopeno Deliplus Anti Ox,Frasco 30 ml,6.0,ud.
3383,Cuidado e higiene facial,Sérum facial Retinol Deliplus Regen Skin,Frasco 30 ml,6.0,ud.
3384,Cuidado e higiene facial,Sérum facial Despigmentante Deliplus Anti-manchas,Frasco 30 ml,6.0,ud.
3385,Cuidado e higiene facial,Sérum facial Sebo-regulador Deliplus Equilibrio,30 ml,6.0,ud.
3386,Cuidado e higiene facial,Sérum facial Ácido Hialurónico y Ceramidas Deliplus Hidrata,Frasco 30 ml,6.0,ud.
3387,Cuidado e higiene facial,Aceite de Ricino Deliplus,Bote 30 ml,3.95,ud.
3388,Higiene bucal,Dentífrico Triple Acción Colgate menta intensa,Tubo 100 ml,1.95,ud.
3389,Higiene bucal,Dentífrico Pro-Expert Oral-B sabor menta fresca,Tubo 85 ml,3.2,ud.
3390,Higiene bucal,Dentífrico Total original Colgate,Tubo 75 ml,2.45,ud.
3391,Higiene bucal,Dentífrico Blanqueador Bicarbonato Signal,Tubo 100 ml,1.75,ud.
3392,Higiene bucal,Dentífrico Protección Caries Colgate,Tubo 100 ml,1.95,ud.
3393,Higiene bucal,Dentífrico Bicarbonato blanqueador Deliplus,Tubo 100 ml,1.1,ud.
3394,Higiene bucal,Dentífrico Repair & Protect Sensodyne,Tubo 75 ml,4.7,ud.
3395,Higiene bucal,Dentífrico Blanqueante Sensodyne,Tubo 75 ml,3.95,ud.
3396,Higiene bucal,Dentífrico Max White One Colgate,Tubo 75 ml,3.0,ud.
3397,Higiene bucal,Dentífrico Max Fresh Colgate sabor menta fresca,Tubo 100 ml,1.1,ud.
3398,Higiene bucal,Dentífrico Fresh Gel Deliplus menta extra refrescante,Tubo 100 ml,1.1,ud.
3399,Higiene bucal,Dentífrico Herbal Deliplus,Tubo 100 ml,1.5,ud.
3400,Higiene bucal,Dentífrico Cuidado Encías Deliplus,Tubo 100 ml,1.95,ud.
3401,Higiene bucal,Dentífrico Dental Pearl Deliplus blanqueador,Tubo 100 ml,1.1,ud.
3402,Higiene bucal,Dentífrico 3 action Deliplus,Tubo 100 ml,1.05,ud.
3403,Higiene bucal,Dentífrico gel White Effect Blanqueador 2 en 1 Deliplus,Bote 100 ml,1.05,ud.
3404,Higiene bucal,Dentífrico gel Clorofila Fresh 2 en 1 Deliplus,Bote 100 ml,1.1,ud.
3405,Higiene bucal,Dentífrico Anticaries Deliplus,Tubo 100 ml,1.0,ud.
3406,Higiene bucal,Dentífrico infantil + 2 años Deliplus,Tubo 75 ml,1.5,ud.
3407,Higiene bucal,Dentífrico Sensitive Deliplus con hidroxiapatita,Tubo 100 ml,1.95,ud.
3408,Higiene bucal,Dentífrico Clorhexidina gingival Deliplus,Tubo 100 ml,1.0,ud.
3409,Higiene bucal,Dentífrico infantil +6 años Deliplus menta suave,Tubo 75 ml,1.0,ud.
3410,Higiene bucal,Dentífrico infantil +6 años Deliplus sabor gominola,Tubo 75 ml,4.95,ud.
3411,Higiene bucal,Dentífrico reparación activa de encías Parodontax menta fresca,Tubo 75 ml,1.0,ud.
3412,Higiene bucal,Cepillo dental Medio Deliplus,Paquete 3 ud.,1.0,ud.
3413,Higiene bucal,Cepillo dental Suave Deliplus,Paquete 3 ud.,1.0,ud.
3414,Higiene bucal,Cepillo dental Duro Deliplus,Paquete 3 ud.,2.8,ud.
3415,Higiene bucal,Cepillo dental Medio Oral-B,Paquete 1 ud.,1.3,ud.
3416,Higiene bucal,Cepillo dental Sensitive Deliplus encías y dientes sensibles,Paquete 1 ud.,0.9,ud.
3417,Higiene bucal,Cepillo dental Infantil Mickey Deliplus,Paquete 1 ud.,1.85,ud.
3418,Higiene bucal,Cepillo dental Medio Ultra avanzado Deliplus,Paquete 1 ud.,3.85,ud.
3419,Higiene bucal,Recambios cepillo dental Eléctrico,Paquete 2 ud.,1.8,ud.
3420,Higiene bucal,Cepillo dental Especial Ortodoncia Deliplus,Paquete 1 ud.,9.45,ud.
3421,Higiene bucal,Recambios cepillo dental eléctrico Oral-B Pro Precision Clean,Paquete 2 ud.,4.6,ud.
3422,Higiene bucal,Cepillo dental Eléctrico Sonic,Paquete 1 ud.,3.85,ud.
3423,Higiene bucal,Recambios cepillo dental Eléctrico Sonic,Paquete 2 ud.,20.0,ud.
3424,Higiene bucal,Cepillo dental Eléctrico Oral-B Vitality,Caja 1 ud.,1.35,ud.
3425,Higiene bucal,Enjuague bucal Total Action Deliplus,Botella 500 ml,1.35,ud.
3426,Higiene bucal,Enjuague bucal Fresh 0% alcohol Deliplus,Botella 500 ml,1.5,ud.
3427,Higiene bucal,Cepillos interdentales Extrafinos cónicos Deliplus,Paquete 6 ud.,1.5,ud.
3428,Higiene bucal,Enjuague bucal Explosion Action Deliplus,Botella 500 ml,1.5,ud.
3429,Higiene bucal,Enjuague bucal Blanqueador Bicarbonato Deliplus zero alcohol,Botella 500 ml,3.5,ud.
3430,Higiene bucal,Crema adhesiva para prótesis dentales Benfix sin sabor,Tubo 50 g,2.0,ud.
3431,Higiene bucal,Spray bucal refrescante Deliplus,Paquete 10 ml,1.5,ud.
3432,Higiene bucal,Cepillos interdentales Finos cónicos Deliplus,Paquete 6 ud.,1.8,ud.
3433,Higiene bucal,Enjuague bucal protección dientes y encías Listerine menta,Botella 500 ml,2.0,ud.
