,category,name,format,price,unit
869,"Queso lonchas, rallado y en porciones",Queso rallado emmental gratinar de vaca Hacendado,Paquete 200 g,1.63,ud.
870,"Queso lonchas, rallado y en porciones",Queso rallado mozzarella pizza-Roma de vaca Hacendado,Paquete 200 g,1.54,ud.
871,"Queso lonchas, rallado y en porciones",Queso en polvo especial pasta mezcla Hacendado,Paquete 150 g,1.25,ud.
872,"Queso lonchas, rallado y en porciones",Queso rallado 4 quesos Hacendado,Paquete 180 g,1.65,ud.
873,"Queso lonchas, rallado y en porciones",Queso en polvo grana padano Hacendado,Paquete 100 g,1.64,ud.
874,"Queso lonchas, rallado y en porciones",Queso rallado especial fundir mezcla Hacendado,Paquete 400 g,2.05,ud.
875,"Queso lonchas, rallado y en porciones",Queso rallado especial fundir mezcla Hacendado,Paquete 200 g,1.25,ud.
876,"Queso lonchas, rallado y en porciones",Queso rallado sin lactosa de vaca Hacendado,Paquete 150 g,1.63,ud.
877,"Queso lonchas, rallado y en porciones",Queso rallado gouda de vaca Hacendado,Paquete 200 g,1.44,ud.
878,"Queso lonchas, rallado y en porciones",Queso en porciones Hacendado,Caja 24 quesitos (375 g),2.0,ud.
879,"Queso lonchas, rallado y en porciones",Queso en porciones sin lactosa Hacendado,Caja 8 quesitos (125 g),1.74,ud.
880,"Queso lonchas, rallado y en porciones",Queso en porciones light Hacendado,Caja 16 quesitos (250 g),1.49,ud.
881,"Queso lonchas, rallado y en porciones",Queso en porciones mini Babybel,Malla 8 quesitos (160 g),3.41,ud.
882,"Queso lonchas, rallado y en porciones",Queso fundido con palitos La vaca que ríe,Caja 4 tarrinas (140 g),2.39,ud.
883,Paté y sobrasada,Paté de cerdo La Piara tapa negra,3 latas x 87 g,3.95,pack
884,Paté y sobrasada,Paté de cerdo sabor suave Hacendado,3 latas x 80 g,1.35,pack
885,Paté y sobrasada,Paté de cerdo con finas hierbas Hacendado,Tarro 160 g,1.15,ud.
886,Paté y sobrasada,Paté de cerdo con pimienta Hacendado,Tarro 160 g,1.15,ud.
887,Paté y sobrasada,Paté de cerdo con pimienta verde Hacendado,Bandeja 100 g,1.45,ud.
888,Paté y sobrasada,Paté de atún Hacendado,3 latas x 80 g,2.1,pack
889,Paté y sobrasada,Paté de cerdo campaña Hacendado,Tarro 160 g,1.15,ud.
890,Paté y sobrasada,Paté de cerdo con finas hierbas Hacendado,Bandeja 100 g,1.45,ud.
891,Paté y sobrasada,Crema para untar fiambre de jamón york Hacendado sabor ahumado,Tarrina 160 g,1.4,ud.
892,Paté y sobrasada,Paté de salmón Hacendado,Tarro 160 g,1.15,ud.
893,Paté y sobrasada,Paté de cerdo light Hacendado,2 latas x 80 g,1.4,pack
894,Paté y sobrasada,Paté olivada Hacendado,Tarro 120 g,1.75,ud.
895,Paté y sobrasada,Paté de jamón Hacendado,Tarro 160 g,1.15,ud.
896,Paté y sobrasada,Paté de cerdo ibérico Hacendado,3 latas x 80 g,1.75,pack
897,Paté y sobrasada,Paté de cerdo sabor intenso Hacendado,3 latas x 80 g,1.75,pack
898,Paté y sobrasada,Paté de cerdo y pollo con trufa y arándanos Hacendado,Paquete 100 g,1.85,ud.
899,Paté y sobrasada,Mousse de pato Hacendado,Bandeja 100 g,1.9,ud.
900,Paté y sobrasada,Paté de cerdo Hacendado con cebolla caramelizada,Lata 130 g,1.55,ud.
901,Paté y sobrasada,Foie gras entero de pato mi cuit Martiko,Tarro 200 g,14.65,ud.
902,Paté y sobrasada,Foie gras entero de pato Hacendado,Paquete 100 g,8.3,ud.
903,Paté y sobrasada,Bloc foie gras de pato Hacendado,Paquete 100 g,5.25,ud.
904,Paté y sobrasada,Paté de cerdo campaña Casa Julia,Paquete 100 g,1.3,ud.
905,Paté y sobrasada,Paté de Jabalí con boletus Hacendado,Tarro 120 g,1.75,ud.
906,Paté y sobrasada,Paté de cerdo sabor picante Hacendado,2 latas x 80 g,1.85,pack
907,Paté y sobrasada,Crema para untar de pollo Hacendado,2 latas x 80 g,1.99,pack
908,Paté y sobrasada,Paté de pollo asado Hacendado,Tarro 160 g,1.15,ud.
909,Paté y sobrasada,Sobrasada selecta L'Illa especialidades,Tarrina 250 g,1.85,ud.
910,Paté y sobrasada,Sobrasada ibérica L'Illa especialidades,Tarrina 250 g,2.25,ud.
911,Paté y sobrasada,Sobrasada de Mallorca Can Pere Joan,Pieza 1 ud.,4.4,ud.
912,Paté y sobrasada,Sobrasada con miel L'Illa especialidades,Tarrina 200 g,2.25,ud.
913,Paté y sobrasada,Sobrasada picante de Mallorca Can Pere Joan,Pieza 1 ud.,4.4,ud.
914,Pan de horno,3 Barras de pan,3 ud. (750 g),1.15,ud.
915,Pan de horno,Barra de pan,1 ud. (250 g),0.48,ud.
916,Pan de horno,3 Barras de pan aceite de oliva,3 ud. (600 g),1.45,ud.
917,Pan de horno,Barra pan de aceite de oliva,1 ud. (200 g),0.5,ud.
918,Pan de horno,Baguette,1 ud. (250 g),0.55,ud.
919,Pan de horno,Barra de pan campesina masa madre,1 ud. (250 g),0.7,ud.
920,Pan de horno,2 Baguettes para hornear,Paquete 2 ud. (300 g),1.1,ud.
921,Pan de horno,Baguette sin gluten,Paquete 175 g,1.95,ud.
922,Pan de horno,Barra pan de agua,1 ud. (240 g),0.9,ud.
923,Pan de horno,Pan de trigo espelta 100%,1 ud. (290 g),1.5,ud.
924,Pan de horno,"Pan de nueces 8,5%",1 ud. (350 g),1.8,ud.
925,Pan de horno,Pan campeón del mundo,1 ud. (750 g),2.1,ud.
926,Pan de horno,Pan integral trigo 100%,1 ud. (350 g),1.63,ud.
927,Pan de horno,Hogaza de centeno 50%,1 ud. (500 g),1.8,ud.
928,Pan de horno,Barra pan de pueblo,1 ud. (800 g),1.5,ud.
929,Pan de horno,Barra de pan espiga,1 ud. (400 g),1.0,ud.
930,Pan de horno,5 Bocadillos,5 ud. x 140 g,1.15,pack
931,Pan de horno,Panecillo de queso 18%,1 ud. (85 g),0.45,ud.
932,Pan de horno,Chapata de cristal,1 ud. (71 g),0.35,ud.
933,Pan de horno,Pan mini semillas,1 ud. (90 g),0.35,ud.
934,Pan de horno,5 Barras de pan 51% integral,5 ud. x 125 g,1.3,pack
935,Pan de horno,Panecillo harina integral 50% de trigo sin sal añadida,1 ud. (80 g),0.35,ud.
936,Pan de horno,6 Panes de leche 3%,6 ud. x 80 g,1.6,pack
937,Pan de horno,Pulguita,1 ud. (40 g),0.17,ud.
938,Pan de horno,Panecillo de trigo integral 30%,1 ud. (70 g),0.35,ud.
939,Pan de horno,6 Panes de centeno 51%,6 ud. x 78 g,1.55,pack
940,Pan de horno,11 Panecillos,11 ud. x 45 g,1.1,pack
941,Pan de horno,Pan Viena,1 ud. (80 g),0.3,ud.
942,Pan de horno,Pan Bretzel,1 ud. (95 g),0.9,ud.
943,Pan de horno,6 Panecillos integrales 100%,6 ud. x 45 g,1.05,pack
944,Pan de horno,4 Panes de cristal redondos cortados,4 ud. x 60 g,2.15,pack
945,Pan de horno,Panecillo sin sal añadida,1 ud. (85 g),0.4,ud.
946,Pan de horno,Pan campeón del mundo rebanado,1 ud. (750 g),2.1,ud.
947,Pan de horno,Pan integral trigo 100% rebanado,1 ud. (350 g),1.63,ud.
948,Pan de horno,Pan de trigo espelta 100% rebanado,1 ud. (290 g),1.5,ud.
949,Pan de horno,"Pan de nueces 8,5% rebanado",1 ud. (350 g),1.8,ud.
950,Pan de horno,3 Barras de pan rebanadas,3 ud. (750 g),1.15,ud.
951,Pan de horno,Barra de pan rebanada,1 ud. (250 g),0.48,ud.
952,Pan de horno,3 Barras de pan aceite de oliva rebanadas,3 ud. (600 g),1.45,ud.
953,Pan de horno,Barra pan de aceite de oliva rebanada,1 ud. (200 g),0.5,ud.
954,Pan de horno,Barra de pan campesina masa madre rebanada,1 ud. (250 g),0.7,ud.
955,Pan de horno,Barra pan de agua rebanada,1 ud. (240 g),0.9,ud.
956,Pan de horno,Hogaza de centeno 50% rebanado,1 ud. (500 g),1.8,ud.
957,Pan de horno,Barra pan de pueblo rebanada,1 ud. (800 g),1.5,ud.
958,Pan de horno,Barra de pan espiga rebanado,1 ud. (400 g),1.0,ud.
959,Pan de molde y otras especialidades,Pan de molde blanco sin corteza Hacendado,Paquete 16 rebanadas (450 g),1.25,ud.
960,Pan de molde y otras especialidades,Pan de molde blanco familiar Hacendado,Paquete 26 rebanadas (820 g),1.25,ud.
961,Pan de molde y otras especialidades,Pan de molde blanco Hacendado,Paquete 16 rebanadas (460 g),0.85,ud.
962,Pan de molde y otras especialidades,Pan de molde 100% integral familiar Hacendado,Paquete 26 rebanadas (820 g),1.25,ud.
963,Pan de molde y otras especialidades,Pan de molde 100% integral Hacendado,Paquete 16 rebanadas (460 g),0.95,ud.
964,Pan de molde y otras especialidades,Pan de molde 100% integral sin corteza Hacendado 0% azúcares añadidos,Paquete 16 rebanadas (450 g),1.35,ud.
965,Pan de molde y otras especialidades,Pan de molde blanco natural rústico Hacendado 0% azúcares añadidos,Paquete 14 rebanadas (550 g),1.6,ud.
966,Pan de molde y otras especialidades,Pan de molde 100% integral Hacendado 0% azúcares añadidos,Paquete 16 rebanadas (460 g),1.25,ud.
967,Pan de molde y otras especialidades,Pan de molde blanco rebanada gruesa Hacendado,Paquete 16 rebanadas (820 g),1.8,ud.
968,Pan de molde y otras especialidades,Pan de molde cereales sin gluten Hacendado,Paquete 14 rebanadas (470 g),2.95,ud.
969,Pan de molde y otras especialidades,Pan de molde sin gluten blanco Hacendado,Paquete 14 rebanadas (500 g),2.9,ud.
970,Pan de molde y otras especialidades,Pan redondo 5 semillas,Paquete 500 g,1.75,ud.
971,Pan de molde y otras especialidades,Barra de pan tradicional,Paquete 700 g,1.35,ud.
972,Pan de molde y otras especialidades,Barra de pan multifibras,Paquete 600 g,1.4,ud.
973,Pan de molde y otras especialidades,Pan de molde espelta 100% integral Hacendado,Paquete 10 rebanadas (400 g),1.4,ud.
974,Pan de molde y otras especialidades,Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,Paquete 12 rebanadas (460 g),1.55,ud.
975,Pan de molde y otras especialidades,Pan de molde semillas y pipas de calabaza Hacendado,Paquete 14 rebanadas (580 g),1.75,ud.
976,Pan de molde y otras especialidades,Pan de molde con 55% centeno Hacendado,Paquete 16 rebanadas (720 g),1.55,ud.
977,Pan de molde y otras especialidades,Pan de molde 12 cereales y semillas Hacendado,Paquete 16 rebanadas (680 g),1.7,ud.
978,Pan de molde y otras especialidades,Pan especial para torrijas con canela y limón,Paquete 500 g,1.2,ud.
979,Pan de molde y otras especialidades,Hogaza sin gluten,Paquete 300 g,2.94,ud.
980,Pan de molde y otras especialidades,Pan Brioche Hacendado,Paquete 400 g,2.35,ud.
981,Pan de molde y otras especialidades,Pan Bagel Hacendado,Paquete 4 ud. (300 g),1.5,ud.
982,Pan de molde y otras especialidades,Pan redondo sin gluten Hacendado,Paquete 2 ud. (160 g),1.85,ud.
983,Pan de molde y otras especialidades,Tortillas de trigo Hacendado,Paquete 10 ud. (360 g),1.3,ud.
984,Pan de molde y otras especialidades,Pan hot dog Hacendado,Paquete 6 ud. (330 g),0.95,ud.
985,Pan de molde y otras especialidades,Pan maxi hamburguesa Hacendado,Paquete 4 ud. (300 g),0.9,ud.
986,Pan de molde y otras especialidades,Tortillas de trigo integrales Hacendado,Paquete 10 ud. (360 g),1.75,ud.
987,Pan de molde y otras especialidades,Pan de hamburguesa Brioche Hacendado,Paquete 2 ud. (150 g),1.05,ud.
988,Pan de molde y otras especialidades,Maxi tortillas de trigo Hacendado,Paquete 6 ud. (360 g),1.6,ud.
989,Pan de molde y otras especialidades,Pan de Pita Original precocido,2 paquetes x 200 g,1.65,pack
990,Pan de molde y otras especialidades,Pan de hamburguesa Hacendado,Paquete 4 ud. (220 g),1.0,ud.
991,Pan de molde y otras especialidades,Mini tortillas de trigo Hacendado,2 paquetes x 150 g,1.75,pack
992,Pan de molde y otras especialidades,Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),2.2,ud.
993,Pan de molde y otras especialidades,Pan Mini bocados Hacendado,Paquete 8 ud. (165 g),1.25,ud.
994,Pan de molde y otras especialidades,Tortillas de maíz sin gluten Old El Paso,Paquete 10 ud. (208 g),2.2,ud.
995,Pan de molde y otras especialidades,Pan de hamburguesa Hacendado Rústico 100% integral,Paquete 4 ud. (330 g),1.25,ud.
996,Pan de molde y otras especialidades,Tortillas de avena 51% Hacendado,Paquete 6 ud. (360 g),2.0,ud.
997,Pan tostado y rallado,Pan tostado classic Hacendado,Paquete 6 packs (550 g),1.8,ud.
998,Pan tostado y rallado,Pan tostado cereales y semillas Hacendado,Paquete 6 packs (550 g),2.35,ud.
999,Pan tostado y rallado,Pan tostado pasas Hacendado,Paquete 120 g,1.2,ud.
1000,Pan tostado y rallado,Pan tostado 100% espelta integral Hacendado,Paquete 250 g,1.65,ud.
1001,Pan tostado y rallado,Panecillo tostado classic Hacendado,Paquete 300 g,1.05,ud.
1002,Pan tostado y rallado,Mini tostadas de trigo Minigrill extra finas,Caja 100 g,1.4,ud.
1003,Pan tostado y rallado,Pan tostado 100% integral,Paquete 6 packs (550 g),1.9,ud.
1004,Pan tostado y rallado,Mini biscotes de trigo Minigrill,Caja 60 ud. (120 g),0.8,ud.
1005,Pan tostado y rallado,Panecillos tostados cereales y semillas Hacendado,Paquete 250 g,1.25,ud.
1006,Pan tostado y rallado,Panecillo tostado 100% integral de trigo Hacendado,Paquete 300 g,1.1,ud.
1007,Pan tostado y rallado,Pan tostado 100% integral bajo en sal y en azúcares Hacendado,Paquete 6 packs (540 g),2.3,ud.
1008,Pan tostado y rallado,Pan tostado vitalité Wasa,Paquete 280 g,2.6,ud.
1009,Pan tostado y rallado,Pan tostado con tomate Hacendado,Paquete 170 g,1.25,ud.
1010,Pan tostado y rallado,Pan tostado con ajo y perejil Hacendado,Paquete 170 g,1.25,ud.
1011,Pan tostado y rallado,Tortas cenceñas para gazpacho manchego Ruiz,Paquete 175 g,0.6,ud.
1012,Pan tostado y rallado,Mini biscotes 100% integral Hacendado de trigo con sésamo,Paquete 180 g,1.2,ud.
1013,Pan tostado y rallado,Tostaditas Hacendado,Paquete 140 g,1.4,ud.
1014,Pan tostado y rallado,Pan rallado con ajo y perejil Hacendado,Paquete 500 g,1.05,ud.
1015,Pan tostado y rallado,Pan rallado crujiente Hacendado,Paquete 400 g,1.85,ud.
1016,Pan tostado y rallado,Pan rallado sin gluten Hacendado,Paquete 350 g,2.15,ud.
1017,Pan tostado y rallado,Pan rallado casero Hacendado,Paquete 500 g,1.05,ud.
1018,Pan tostado y rallado,Pan rallado Hacendado,Paquete 750 g,0.9,ud.
1019,Pan tostado y rallado,Crackers integrales de espelta Bachman,Caja 4 paquetes (240 g),1.7,ud.
1020,Pan tostado y rallado,Pan de fibra y sésamo Hacendado,Paquete 26 ud. (250 g),1.25,ud.
1021,Pan tostado y rallado,Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),1.9,ud.
1022,Pan tostado y rallado,Crackers 30% integral Galbusera,Paquete 14 bolsitas (500 g),1.95,ud.
1023,Pan tostado y rallado,Crackers con sal Galbusera,Paquete 14 bolsitas (500 g),1.95,ud.
1024,Pan tostado y rallado,Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),1.8,ud.
1025,Pan tostado y rallado,Tostadas sin gluten Hacendado,Caja 18 ud. (100 g),1.45,ud.
1026,"Picos, rosquilletas y picatostes",Picos saladitos Hacendado,Paquete 250 g,1.3,ud.
1027,"Picos, rosquilletas y picatostes",Picos 100% integrales Hacendado,Paquete 250 g,0.85,ud.
1028,"Picos, rosquilletas y picatostes",Picos Hacendado,Paquete 250 g,0.85,ud.
1029,"Picos, rosquilletas y picatostes",Regañá Hacendado,Paquete 250 g,1.1,ud.
1030,"Picos, rosquilletas y picatostes",Piquitos bajos en sal Hacendado,Paquete 250 g,1.4,ud.
1031,"Picos, rosquilletas y picatostes",Grissini palitos de pan con sésamo Hacendado,2 paquetes x 100 g,1.6,pack
1032,"Picos, rosquilletas y picatostes",Grissini palitos de pan Hacendado,Caja 4 ud. (250 g),1.75,ud.
1033,"Picos, rosquilletas y picatostes",Picos sin gluten Hacendado,Paquete 100 g,1.5,ud.
1034,"Picos, rosquilletas y picatostes",Picos camperos de Jerez Hacendado,Paquete 250 g,1.05,ud.
1035,"Picos, rosquilletas y picatostes",Piquitos con salvado San Roque,Paquete 142 g,1.0,ud.
1036,"Picos, rosquilletas y picatostes",Rosquilletas tradicionales Hacendado,2 paquetes x 80 g,1.15,pack
1037,"Picos, rosquilletas y picatostes",Rosquilletas de horno saladitas Anitin,2 paquetes x 77 g,1.45,pack
1038,"Picos, rosquilletas y picatostes",Palitos de pan con pipas Anitin,2 paquetes x 83 g,1.35,pack
1039,"Picos, rosquilletas y picatostes",Rosquilletas de horno Anitin,2 paquetes x 77 g,1.45,pack
1040,"Picos, rosquilletas y picatostes",Palitos de pan con cacahuete Anitin,2 paquetes x 83 g,1.35,pack
1041,"Picos, rosquilletas y picatostes",Palitos con frutos secos Hacendado,2 paquetes x 65 g,1.15,pack
1042,"Picos, rosquilletas y picatostes",Palitos de pan 100% trigo espelta integral Anitin,2 paquetes x 75 g,1.35,pack
1043,"Picos, rosquilletas y picatostes",Palitos de pan con chocolate Anitin,2 paquetes x 86 g,1.35,pack
1044,"Picos, rosquilletas y picatostes",Palitos de pan con queso Anitin,2 paquetes x 71 g,1.35,pack
1045,"Picos, rosquilletas y picatostes",Panes especiales con tomate y orégano Hacendado,Paquete 80 g,0.95,ud.
1046,"Picos, rosquilletas y picatostes",Panes especiales sabor pizza con queso Hacendado,Paquete 80 g,0.95,ud.
1047,"Picos, rosquilletas y picatostes",Panes especiales pipas calabaza Hacendado,Paquete 80 g,0.95,ud.
1048,"Picos, rosquilletas y picatostes",Palitos de pan con aceitunas Hacendado,2 paquetes x 64 g,1.25,pack
1049,"Picos, rosquilletas y picatostes",Panes especiales sabor chili lima Hacendado,Bolsa 80 g,0.9,ud.
1050,"Picos, rosquilletas y picatostes",Picatostes fritos Hacendado,Paquete 100 g,0.85,ud.
1051,"Picos, rosquilletas y picatostes",Picatostes fritos con ajo Hacendado,Paquete 100 g,0.85,ud.
1052,"Picos, rosquilletas y picatostes",Picatostes tostados Hacendado,Paquete 100 g,0.7,ud.
1053,Bollería de horno,Berlina al cacao,Paquete 4 ud. (240 g),1.35,ud.
1054,Bollería de horno,Croissant de mantequilla 26%,Pieza 50 g,0.4,ud.
1055,Bollería de horno,Berlina glacé,Paquete 4 ud. (200 g),1.35,ud.
1056,Bollería de horno,Trenza con nueces 4%,Pieza 80 g,0.75,ud.
1057,Bollería de horno,Rosquillas al cacao,Paquete 7 ud. (182 g),1.4,ud.
1058,Bollería de horno,12 Mini croissants de mantequilla,Bolsa 12 ud. (240 g),1.85,ud.
1059,Bollería de horno,Pastel de crema 65%,Pieza 50 g,0.4,ud.
1060,Bollería de horno,6 Caracolas rellenas de cacao,Bolsa 6 ud. (280 g),1.6,ud.
1061,Bollería de horno,Ensaimada,Pieza 83 g,1.1,ud.
1062,Bollería de horno,Napolitana 3 chocolates 29%,Pieza 85 g,0.85,ud.
1063,Bollería de horno,Caracola con pasas 10%,Pieza 103 g,0.8,ud.
1064,Bollería de horno,Bizcocho de chocolate,Paquete 800 g,4.5,ud.
1065,Bollería de horno,8 Magdalenas con azúcar,Bolsa 8 ud. (380 g),2.9,ud.
1066,Bollería de horno,Bizcocho con azúcar moreno y nueces,Bandeja 430 g,3.7,ud.
1067,Bollería de horno,Magdalenas con pepitas de chocolate,Bolsa 8 ud. (380 g),3.0,ud.
1068,Bollería de horno,8 Medias noches,Bolsa 8 ud. (220 g),2.0,ud.
1069,Bollería de horno,Muffin chocolate 3%,Pieza 120 g,1.1,ud.
1070,Bollería de horno,Xuxu relleno de crema 49%,Pieza 51 g,0.5,ud.
1071,Bollería de horno,Bizcocho de chocolate sin gluten y sin lactosa,Paquete 300 g,3.1,ud.
1072,Bollería de horno,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,Bandeja 8 ud. (300 g),2.65,ud.
1073,Bollería de horno,Bizcocho de yogur Hacendado,Paquete 800 g,3.5,ud.
1074,Bollería de horno,Berlina rellena sabor a chocolate blanco,Pieza 105 g,1.1,ud.
1075,Bollería de horno,Napolitana mixta,Pieza 130 g,0.8,ud.
1076,Bollería de horno,Empanada de atún,Pieza 500 g,3.9,ud.
1077,Bollería de horno,Empanada de atún grande,"Pieza 1,12 kg",7.8,ud.
1078,Bollería de horno,Mini saladas,Bandeja 24 ud. (390 g),2.5,ud.
1079,Bollería de horno,Empanadilla de tomate 22%,Pieza 120 g,1.3,ud.
1080,Bollería de horno,12 Mini saladas,Bolsa 12 ud. (200 g),1.25,ud.
1081,Bollería de horno,6 Mini empanadillas de pisto,Bolsa 6 ud. (200 g),1.7,ud.
1082,Bollería de horno,Empanadilla de espinacas 26%,Pieza 120 g,1.3,ud.
1083,Bollería de horno,Empanadilla de guisantes 13%,Pieza 100 g,1.3,ud.
1084,Bollería de horno,Empanada rellena de pollo y setas con crema de queso,Pieza 500 g,3.9,ud.
1085,Bollería de horno,Empanadilla de pollo 10% y bechamel,Pieza 98 g,1.3,ud.
1086,Bollería de horno,Empanadilla de atún 16%,Pieza 125 g,1.3,ud.
1087,Bollería envasada,Magdalenas Hacendado,Paquete 550 g,2.0,ud.
1088,Bollería envasada,Valencianas Hacendado,Paquete 700 g,2.5,ud.
1089,Bollería envasada,Croissant Hacendado,Paquete 430 g,1.85,ud.
1090,Bollería envasada,Croissant con crema de cacao Hacendado,Paquete 375 g,1.85,ud.
1091,Bollería envasada,Fartons tradicionales Polo,Paquete 6 fartons (120 g),1.3,ud.
1092,Bollería envasada,Bollo con pepitas de chocolate Hacendado Choco Buns,Paquete 6 ud. (250 g),1.55,ud.
1093,Bollería envasada,Ensaimadas Hacendado,Paquete 350 g,1.8,ud.
1094,Bollería envasada,Pan de leche Hacendado,Paquete 12 ud. (480 g),1.8,ud.
1095,Bollería envasada,Bocaditos bañados al cacao Hacendado,Paquete 500 g,2.2,ud.
1096,Bollería envasada,Sobaos Hacendado,Paquete 480 g,1.9,ud.
1097,Bollería envasada,Crepes rellenos de chocolate Hacendado,Paquete 6 crepes (192 g),1.45,ud.
1098,Bollería envasada,Palmeritas Hacendado,Paquete 24 ud. (270 g),1.35,ud.
1099,Bollería envasada,Gofres clásicos Hacendado,2 gofres x 110 g,1.35,pack
1100,Bollería envasada,Gofres con chocolate Hacendado,2 gofres x 140 g,1.55,pack
1101,Bollería envasada,Napolitanas con relleno de cacao Hacendado,Paquete 8 ud. (370 g),1.8,ud.
1102,Bollería envasada,Rosegones pasta de almendras Hacendado,Paquete 250 g,1.85,ud.
1103,Bollería envasada,Bizcochos Hacendado,Paquete 300 g,1.8,ud.
1104,Bollería envasada,Bizcochos de huevo Hacendado,4 paquetes x 100 g,1.85,pack
1105,Bollería envasada,Napolitanas con relleno sabor crema Hacendado,Paquete 8 ud. (370 g),1.8,ud.
1106,Bollería envasada,Tortas de aceite Inés Rosales,Paquete 6 ud. (180 g),2.2,ud.
1107,Bollería envasada,Tortas de aceite Inés Rosales sin azúcar,Paquete 5 ud. (150 g),2.75,ud.
1108,Bollería envasada,Bizcocho de chocolate sin gluten Hacendado,Paquete 4 ud. (200 g),2.25,ud.
1109,Bollería envasada,Magdalenas sin gluten Hacendado,Paquete 210 g,2.65,ud.
1110,Bollería envasada,Magdalenas integrales 0% azúcares añadidos Hacendado,Paquete 280 g,2.15,ud.
1111,Bollería envasada,Magdalenas al cacao Hacendado,Paquete 350 g,2.0,ud.
1112,Bollería envasada,Mantecadas Hacendado,Paquete 520 g,2.3,ud.
1113,Bollería envasada,Mini magdalenas con pepitas de chocolate con leche Hacendado,Paquete 270 g,1.9,ud.
1114,Bollería envasada,Palmera con cacao Hacendado,95 g aprox.,0.48,ud.
1115,Bollería envasada,Espiral al cacao Hacendado,64 g aprox.,0.32,ud.
1116,Bollería envasada,Bizcocho con baño de cacao Hacendado,68 g aprox.,0.34,ud.
1117,Bollería envasada,Rosquillas al cacao Hacendado,37 g aprox.,0.19,ud.
1118,Bollería envasada,Hojaldre cabello de Ángel Hacendado,100 g aprox.,0.5,ud.
1119,Bollería envasada,Palmera crema de avellana Hacendado,105 g aprox.,0.53,ud.
1120,Bollería envasada,Caña de cacao Hacendado,100 g aprox.,0.5,ud.
1121,Bollería envasada,Rollo con sabor nata Hacendado,42 g aprox.,0.21,ud.
1122,Bollería envasada,Rollo con sabor avellana Hacendado,42 g aprox.,0.21,ud.
1123,Tartas y pasteles,Tarta carrot cake Hacendado congelada,10 raciones (750 g),11.0,ud.
1124,Tartas y pasteles,Tarta red velvet Hacendado congelada,10 raciones (700 g),9.5,ud.
1125,Tartas y pasteles,Tarta dúo sabores Hacendado congelada,"12 raciones (1,09 kg)",11.0,ud.
1126,Tartas y pasteles,Tarta Ferrer bombón crujiente Hacendado congelada,8 raciones (710 g),9.5,ud.
1127,Tartas y pasteles,Tarta tres chocolates Hacendado congelada,8 raciones (880 g),8.9,ud.
1128,Tartas y pasteles,Mousse de queso Hacendado congelado,6 raciones (520 g),7.5,ud.
1129,Tartas y pasteles,Tarta de tiramisú Hacendado congelada,6 raciones (500 g),9.5,ud.
1130,Tartas y pasteles,Tarta de la abuela Hacendado congelada,10 raciones (825 g),8.3,ud.
1131,Tartas y pasteles,Tarta San Marcos Hacendado congelada,"24 raciones (1,65 kg)",12.0,ud.
1132,Tartas y pasteles,Tarta selva negra Hacendado congelada,"30 raciones (1,9 kg)",13.9,ud.
1133,Tartas y pasteles,Mousse de limón Hacendado congelado,9 raciones (805 g),11.0,ud.
1134,Tartas y pasteles,Trenza hojaldre de mantequilla Hacendado congelada,Bandeja 430 g,7.5,ud.
1135,Tartas y pasteles,Tarta Reina Hacendado congelada,8 raciones (670 g),9.0,ud.
1136,Tartas y pasteles,Tarta crema avellana blanca Hacendado congelada,10 raciones (880 g),9.5,ud.
1137,Tartas y pasteles,Tarta infantil Barbie Hacendado congelada,"20 raciones (1,4 kg)",13.8,ud.
1138,Tartas y pasteles,Tarta infantil Justice League Hacendado congelada,"20 raciones (1,4 kg)",13.8,ud.
1139,Harina y preparado repostería,Harina de trigo Hacendado,Paquete 1 kg,0.7,ud.
1140,Harina y preparado repostería,Harina de trigo grande Hacendado,Paquete 5 kg,3.0,ud.
1141,Harina y preparado repostería,Harina de fuerza Hacendado,Paquete 1 kg,0.91,ud.
1142,Harina y preparado repostería,Preparado para bizcochos con levadura incorporada Hacendado,Paquete 1 kg,1.05,ud.
1143,Harina y preparado repostería,Harina de maíz blanco precocida Hacendado,Paquete 1 kg,1.68,ud.
1144,Harina y preparado repostería,Harina fina de maíz Hacendado,Paquete 400 g,1.3,ud.
1145,Harina y preparado repostería,Harina integral de trigo Hacendado,Paquete 1 kg,0.91,ud.
1146,Harina y preparado repostería,Preparado para pizzas Hacendado,Paquete 1 kg,1.45,ud.
1147,Harina y preparado repostería,Harina de espelta Hacendado 100% integral,Paquete 1 kg,1.39,ud.
1148,Harina y preparado repostería,Harina semolosa de trigo Hacendado especial para fritos,Paquete 1 kg,1.2,ud.
1149,Harina y preparado repostería,Harina de arroz Hacendado,Paquete 500 g,1.25,ud.
1150,Harina y preparado repostería,Preparado panificación y repostería Hacendado,Paquete 1 kg,3.0,ud.
1151,Harina y preparado repostería,Harina de garbanzo Hacendado,Paquete 500 g,2.0,ud.
1152,Harina y preparado repostería,Levadura fresca Levital,Paquete 50 g,0.45,ud.
1153,Harina y preparado repostería,Chocolate negro fundir Hacendado,Tableta 200 g,1.45,ud.
